0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.62,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.56,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.47,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.67,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.74,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
